LeadSource,JobRole,ContactNotes,LeadProfile,UsedPromo,DoNotReachOut,Region,Converted,Lead_ProspectID
Event,Finance,NeedsCaseStudy,Small,UsedPromo,TRUE,APAC,1,1066214b-d41e-4284-bb5a-d8460319ed9d
Organic,Management,FeatureRequest,Small,UsedPromo,TRUE,LATAM,0,9c394aa5-02e0-4075-ba26-3ea6d5b4ad36
Organic,Marketing,FeatureRequest,Small,UsedPromo,TRUE,LATAM,1,c2502909-24ef-4fdd-b41f-9116e1153563
Cold Uutbound, Sales,ContentPresentation,Large,NoPromo,TRUE,LATAM,0,f8a1dec0-1ab2-40b2-ad41-e53c4e06d3ca
Digital Ad,Operations,NeedsCaseStudy,Small,UsedPromo,FALSE,APAC,1,8422ffc3-6699-411e-ac7d-f33ce0354466
Cold Uutbound,Operations,ContentPresentation,Large,NoPromo,FALSE,NAMER,0,ec19eeb2-ecc5-4bfa-8ad7-25b848aa83a9
Referral,HR,ContentPresentation,Large,NoPromo,FALSE,LATAM,0,d1b53f94-2ae1-4326-9d87-f331b7f1e90b
Referral,Management,FeatureRequest,Small,UsedPromo,TRUE,NAMER,1,47396f25-bced-4245-8a92-609ec38fed8e
Cold Uutbound,Engineering,ContentPresentation,Medium,NoPromo,TRUE,LATAM,0,935ec266-f3ea-4d83-884f-18246af57654
Cold Uutbound,Operations,FeatureRequest,Large,NoPromo,FALSE,EMEA,0,17b29ea2-6f8d-4ffd-b607-423e9048c6d2
Organic,Management,NeedsTraining,Medium,UsedPromo,FALSE,LATAM,1,3aa92b03-4a5f-4acb-bac5-3e6a59b1023b
Cold Uutbound,HR,FeatureRequest,Small,NoPromo,TRUE,LATAM,0,48c5dfdf-5b27-46e1-b700-9b92e35d71be
Cold Uutbound,Engineering,FeatureRequest,Medium,NoPromo,TRUE,NAMER,0,504577f2-dcb9-47db-bbc0-782d4ebc1d08
Cold Uutbound,Operations,NeedsTraining,Small,UsedPromo,FALSE,LATAM,1,12124651-5552-47f5-8d3b-87bec674355f
Cold Uutbound,Finance,NeedsCaseStudy,Large,NoPromo,FALSE,APAC,0,7619b210-8284-4cb9-acd5-c713051c2bb3
Organic, Sales,NeedsTraining,Medium,UsedPromo,TRUE,NAMER,1,c1a98ab8-1ec7-44af-a08d-7d961024754c
Event,Management,NeedsTraining,Large,NoPromo,FALSE,EMEA,1,ab1a088a-43fc-47b1-a723-a43ba47d75a7
Event,Engineering,ContentPresentation,Medium,UsedPromo,FALSE,LATAM,1,69d6a217-ebc4-47cd-92f8-7c297dede439
Referral,HR,FeatureRequest,Small,UsedPromo,TRUE,NAMER,0,8debc91a-11cb-4695-be3e-ff12658657ff
Referral,Operations,NeedsCaseStudy,Large,UsedPromo,TRUE,EMEA,0,14810e5b-6c30-4285-90a6-22891c587d55
Cold Uutbound, Sales,NeedsCaseStudy,Small,UsedPromo,FALSE,LATAM,1,10bd8efb-4f3a-42fe-9fa8-ad212fb03338
Organic, Sales,FeatureRequest,Small,NoPromo,TRUE,LATAM,0,ca4a88c4-a084-4c61-8d88-59209e0adc50
Digital Ad,HR,NeedsTraining,Small,UsedPromo,FALSE,NAMER,1,2d50f39e-867c-4d95-9283-28528d965562
Digital Ad,HR,ContentPresentation,Medium,UsedPromo,TRUE,EMEA,1,31efc760-70be-437a-9df2-b7cccf418dc5
Digital Ad,HR,NeedsCaseStudy,Small,UsedPromo,TRUE,APAC,1,214c3629-dd54-4f27-9f75-77a0e08947d2
Organic,Finance,NeedsTraining,Small,UsedPromo,TRUE,APAC,1,cfe8ea22-cff3-49b6-83d2-4e12b4ebfe83
Referral,HR,ContentPresentation,Large,UsedPromo,TRUE,LATAM,1,7a291ec7-45e4-4778-95b0-39e4b9a615fd
Organic,Operations,ContentPresentation,Large,NoPromo,TRUE,APAC,1,3fa6f58d-403c-4480-9e53-20d66dd92cc6
Cold Uutbound,Management,NeedsTraining,Small,UsedPromo,TRUE,LATAM,1,2a93de23-a1b5-49f4-8928-16669ced8c90
Referral,HR,NeedsTraining,Medium,UsedPromo,TRUE,NAMER,0,0a9ff581-f265-4c6e-8e55-e94d0740df09
Cold Uutbound,Marketing,NeedsCaseStudy,Small,UsedPromo,FALSE,NAMER,1,f0895bd2-9e5a-4540-8a5e-3f74da42ece2
Referral,Operations,ContentPresentation,Large,UsedPromo,TRUE,LATAM,1,0919581f-ade6-46dc-8813-1213d727305c
Event,Operations,NeedsCaseStudy,Small,UsedPromo,TRUE,EMEA,1,d702707c-b182-472f-bb71-09d09d2ac430
Digital Ad, Sales,NeedsCaseStudy,Medium,UsedPromo,TRUE,EMEA,1,450e4e34-c5e1-4db5-868a-bde43e9bb59f
Organic,HR,ContentPresentation,Large,NoPromo,FALSE,APAC,0,8d0335a7-d6e8-4bb3-a2c4-b15296883966
Cold Uutbound,Marketing,NeedsTraining,Medium,NoPromo,FALSE,APAC,0,9b1ab8bd-bf31-4db0-8a9a-24af7ccd5293
Cold Uutbound,Finance,ContentPresentation,Large,NoPromo,TRUE,APAC,0,08186b1a-2e63-4b10-b2ac-f9962bfcf841
Organic,Management,ContentPresentation,Large,NoPromo,TRUE,APAC,1,185619a6-94b0-4b63-8874-6b94e33e9ff2
Digital Ad, Sales,FeatureRequest,Small,UsedPromo,TRUE,EMEA,1,883abc20-e366-429f-b073-23681cecbb35
Cold Uutbound,Marketing,NeedsTraining,Small,UsedPromo,TRUE,LATAM,1,5f02d7b4-72d1-496a-845f-384ba1b5dfca
Event,Marketing,NeedsTraining,Small,NoPromo,FALSE,NAMER,0,f9ae6b05-cb8b-4245-bbee-e79843c99965
Cold Uutbound,Finance,NeedsCaseStudy,Large,NoPromo,FALSE,LATAM,0,486bc927-dbcf-4747-b91f-053cc16db4e6
Organic,HR,FeatureRequest,Small,NoPromo,FALSE,EMEA,0,c96be56e-6ea2-40e9-917c-de08fae9db58
Organic,Finance,NeedsCaseStudy,Medium,UsedPromo,TRUE,APAC,1,67a49041-faeb-49da-a258-edac39aa4321
Organic,Engineering,NeedsTraining,Large,NoPromo,FALSE,APAC,1,d3b3e6b5-b7ae-457c-9e0c-af33df07f95c
Cold Uutbound, Sales,FeatureRequest,Small,UsedPromo,FALSE,APAC,1,ea369bc6-32e0-415d-ae57-8f16dfe999a4
Cold Uutbound,Operations,NeedsCaseStudy,Medium,NoPromo,TRUE,LATAM,0,e308733c-80c3-4c09-a9c4-071570e1e900
Referral,Finance,FeatureRequest,Medium,NoPromo,FALSE,NAMER,0,2dfed349-c125-4899-b700-4399fab47e6a
Cold Uutbound,Engineering,NeedsCaseStudy,Medium,UsedPromo,FALSE,APAC,1,d984441c-f51d-40ab-b393-797fc3aad9eb
Cold Uutbound,Finance,NeedsTraining,Medium,UsedPromo,FALSE,NAMER,1,9c993843-2e9d-4677-ac2a-04c75033f952
Referral,Marketing,FeatureRequest,Small,NoPromo,TRUE,LATAM,0,f914ebf7-a8ec-4275-ba51-af80079d5af4
Organic, Sales,NeedsCaseStudy,Large,UsedPromo,TRUE,LATAM,0,85995278-7e96-48a8-9ead-5120b3551916
Cold Uutbound,Marketing,FeatureRequest,Medium,NoPromo,TRUE,NAMER,0,43fc6079-b9bf-4e42-b471-cc647ac3dd7b
Organic,Management,NeedsCaseStudy,Small,UsedPromo,FALSE,LATAM,1,0e6738d2-c61c-47ca-b709-783c0179c218
Cold Uutbound,Marketing,FeatureRequest,Small,NoPromo,TRUE,EMEA,1,cb27ebe2-25e2-464c-a57e-66659726940f
Referral,Management,ContentPresentation,Large,NoPromo,TRUE,EMEA,0,138d5426-cbf1-41f1-8296-f629a47c5ad9
Digital Ad, Sales,NeedsTraining,Medium,UsedPromo,TRUE,NAMER,1,612e9205-0da9-44fb-ac9d-30ff2ea8ea9e
Cold Uutbound, Sales,NeedsCaseStudy,Small,NoPromo,TRUE,APAC,0,8e0ac079-0cad-4b79-939a-e17ddbd40b48
Event,HR,NeedsTraining,Medium,NoPromo,TRUE,EMEA,0,72816ef6-f66a-40d0-b459-f7e1723d9645
Referral,Marketing,FeatureRequest,Small,NoPromo,TRUE,EMEA,1,1e974375-990d-4512-9ff3-e90d2cf72997
Digital Ad, Sales,NeedsTraining,Small,UsedPromo,TRUE,APAC,1,2072457e-2458-4c49-8991-ca39f1a23be7
Digital Ad,HR,ContentPresentation,Large,NoPromo,FALSE,NAMER,0,b62347c3-407a-43d9-8694-b9fffb8d926c
Organic,Engineering,ContentPresentation,Large,NoPromo,TRUE,APAC,0,994c3b9a-37c9-4e24-ae68-9f31fb82384f
Cold Uutbound,HR,ContentPresentation,Large,NoPromo,TRUE,APAC,0,5fd427c4-3ce4-4270-912c-f2a4437c4e30
Referral,Marketing,FeatureRequest,Small,NoPromo,FALSE,LATAM,0,2aee2e8d-5837-43c4-b109-de5e7926f636
Referral,Finance,NeedsCaseStudy,Large,UsedPromo,TRUE,APAC,1,ecf8a396-e859-44f7-815b-f037d65b9df1
Referral,Operations,FeatureRequest,Small,NoPromo,TRUE,NAMER,0,20873d95-7b24-449a-b3fe-22074a44f8db
Cold Uutbound,Management,NeedsTraining,Small,UsedPromo,TRUE,LATAM,1,7c92dddf-4246-417b-a958-23076a0420b6
Referral,HR,NeedsCaseStudy,Large,UsedPromo,FALSE,EMEA,1,13eef3bc-37ef-4043-866a-6359de496371
Organic,Marketing,NeedsTraining,Medium,UsedPromo,TRUE,APAC,1,9a8731dc-bb7c-47f9-b7f3-6a39a3fc7ed0
Organic,Engineering,NeedsTraining,Medium,NoPromo,FALSE,LATAM,1,303f134a-821d-4061-a731-052419485b4c
Referral,Finance,NeedsTraining,Large,NoPromo,TRUE,EMEA,1,a2b6722c-816e-4f83-9999-0b343b4c1e40
Organic, Sales,FeatureRequest,Small,NoPromo,FALSE,LATAM,0,f7936774-8c8f-402a-a8fa-0c983b9e49f7
Organic,Finance,NeedsCaseStudy,Large,NoPromo,TRUE,LATAM,0,445b54eb-d9c2-464c-8588-8989f645edcd
Cold Uutbound,Management,ContentPresentation,Large,NoPromo,FALSE,APAC,0,5c623375-0c41-45bb-8779-9c70a288caa5
Organic,Management,NeedsCaseStudy,Large,NoPromo,FALSE,LATAM,0,0998d4ff-6a91-4c70-941d-d9c4bc92f097
Digital Ad,Engineering,NeedsTraining,Small,UsedPromo,TRUE,NAMER,1,6e7bf694-30fa-4949-a366-17c652626002
Cold Uutbound,Management,ContentPresentation,Medium,UsedPromo,FALSE,EMEA,1,a895dc54-7f43-4cbf-aa18-ca59d9528645
Organic,Engineering,NeedsTraining,Large,NoPromo,FALSE,NAMER,0,298d0998-3428-4aed-b015-02c3232ef436
Digital Ad, Sales,NeedsTraining,Medium,NoPromo,FALSE,APAC,0,97fd4a09-e0dd-437a-8e60-ce9c9ee53c80
Event,Finance,NeedsCaseStudy,Medium,UsedPromo,TRUE,APAC,0,0860115d-78de-494f-8ab9-79cdf747dfeb
Digital Ad,Management,NeedsTraining,Medium,UsedPromo,FALSE,APAC,1,2c003dc8-0dcf-47fe-a9e8-d2a6bdad639a
Organic,HR,NeedsCaseStudy,Medium,UsedPromo,TRUE,LATAM,1,3f46b983-3ed7-470d-8472-fb1b8252b726
Digital Ad,Operations,NeedsCaseStudy,Small,UsedPromo,TRUE,NAMER,1,b2c43282-f5d6-454d-8eb9-e080ce094dfc
Digital Ad,Management,NeedsCaseStudy,Large,NoPromo,FALSE,LATAM,0,0f58cefd-2c68-4257-98e1-3b54dfe86b22
Event,Management,NeedsTraining,Medium,NoPromo,FALSE,APAC,0,628d7ca8-4ed7-4b9a-b826-ede6074c964b
Event,HR,FeatureRequest,Medium,NoPromo,FALSE,NAMER,0,8b6dc254-d65f-4028-aeca-cbb1756d83e3
Organic,Management,NeedsCaseStudy,Small,UsedPromo,TRUE,APAC,1,ffa9d43d-08a7-4eaa-a06e-525cbeb8b4f2
Referral,HR,FeatureRequest,Medium,NoPromo,FALSE,LATAM,0,ee34f143-8f5b-406d-b47a-00e383673141
Digital Ad,Management,ContentPresentation,Large,UsedPromo,TRUE,LATAM,1,cdbf23a5-09b4-43cb-9988-5ad7f80dfa7f
Organic,Engineering,FeatureRequest,Small,UsedPromo,FALSE,APAC,0,57c1b884-9853-4b5b-a1f0-0a3df2b423e3
Digital Ad,HR,FeatureRequest,Medium,NoPromo,TRUE,EMEA,0,330fcec2-772d-4d0c-948a-aafb6f8d8a80
Digital Ad,Management,NeedsCaseStudy,Medium,UsedPromo,TRUE,NAMER,1,cec2b86e-6b28-4e44-8fe2-3d79e7b85bd6
Referral,Finance,NeedsTraining,Medium,UsedPromo,FALSE,LATAM,1,3c620a10-9761-43e4-9811-370a4256dfca
Referral,Management,FeatureRequest,Small,NoPromo,TRUE,APAC,0,fe06e18d-67aa-4ad0-a981-c8dfdc38483e
Organic,Operations,NeedsCaseStudy,Small,UsedPromo,TRUE,APAC,1,3599453a-8182-438d-b11c-5bafa16e1799
Event, Sales,NeedsCaseStudy,Medium,UsedPromo,TRUE,LATAM,1,28054b14-b17f-4b7f-a189-31d07d8abc41
Digital Ad,Management,FeatureRequest,Small,NoPromo,FALSE,LATAM,0,4a884bd5-24ec-4779-97c0-f118c42090e4
Digital Ad,Engineering,FeatureRequest,Small,NoPromo,TRUE,LATAM,0,70ef3d8d-4197-4a93-a491-e70c1e570882
Organic, Sales,NeedsTraining,Small,NoPromo,FALSE,NAMER,0,7bc3acbb-f15d-4954-ac02-839c5f69b67e
Cold Uutbound,Operations,FeatureRequest,Small,UsedPromo,TRUE,LATAM,1,6dcd4f2e-2c4b-4780-ade4-e0c83f0db12a
Referral,Marketing,FeatureRequest,Small,UsedPromo,TRUE,EMEA,1,2fadace9-e8ef-4044-a385-2aaa4943a1f0
Event,HR,ContentPresentation,Large,UsedPromo,FALSE,EMEA,1,6ab5be4b-917f-4478-ae82-c5093bb5a5d5
Organic,Management,FeatureRequest,Small,NoPromo,FALSE,EMEA,0,4a7b6a95-a8f0-4e11-a6f8-3c8070447721
Referral,Marketing,ContentPresentation,Small,UsedPromo,FALSE,NAMER,1,7d94e82b-458d-459e-808b-89375826b8c3
Event,HR,NeedsCaseStudy,Medium,UsedPromo,FALSE,APAC,1,b6a98631-0ff2-4748-9f80-edb234031079
Digital Ad, Sales,NeedsCaseStudy,Small,UsedPromo,FALSE,NAMER,1,246aaa84-a5e3-497a-b101-fc9d0f678723
Referral,HR,NeedsTraining,Small,UsedPromo,TRUE,APAC,1,c36c5181-1f64-4c7f-9cac-cbdfa10098c1
Organic,Finance,NeedsTraining,Medium,NoPromo,FALSE,NAMER,0,c7b8349b-3e71-4017-8df6-947900cbbc78
Event,HR,ContentPresentation,Medium,UsedPromo,FALSE,EMEA,1,98725cda-61a8-46f9-9cc0-9c353d243697
Event,Engineering,ContentPresentation,Large,UsedPromo,FALSE,NAMER,1,bc8d393e-7fa8-43ab-ac56-560254f046bd
Digital Ad,Finance,FeatureRequest,Medium,UsedPromo,TRUE,LATAM,0,f5cdcaad-a9d9-4ef3-9607-0e771cddb590
Event,Marketing,FeatureRequest,Small,UsedPromo,FALSE,NAMER,0,59c1e1d2-dc51-4f69-a795-6fa86322bfef
Organic,Operations,NeedsCaseStudy,Large,NoPromo,FALSE,NAMER,0,615c0c69-4ff9-46d1-80fc-471092de51df
Cold Uutbound,Operations,ContentPresentation,Large,NoPromo,TRUE,APAC,0,0d5375df-e6c3-4ac2-8d5c-57852594809e
Event,Management,ContentPresentation,Large,UsedPromo,FALSE,APAC,1,627c03f1-7395-4886-9954-df17819c7513
Cold Uutbound,Marketing,ContentPresentation,Large,NoPromo,FALSE,EMEA,0,ebcd9515-4ac6-49a8-8150-3b45e8f0542b
Event, Sales,ContentPresentation,Large,NoPromo,FALSE,NAMER,0,1753215a-ff4e-484d-ba66-307d9a1d17ad
Organic,HR,NeedsCaseStudy,Medium,NoPromo,FALSE,NAMER,1,8a1f8805-b950-402f-a95d-9dd6351e3f2c
Organic,Operations,NeedsCaseStudy,Small,UsedPromo,TRUE,EMEA,1,3d45c1dc-13da-4497-8135-039659af2a1e
Referral,Finance,FeatureRequest,Medium,UsedPromo,TRUE,NAMER,0,3a0f2ca6-419b-41b5-81cc-8967366bbcf9
Event,Operations,ContentPresentation,Medium,UsedPromo,FALSE,APAC,1,884bf516-d946-48be-9758-008a120973e1
Organic,Marketing,FeatureRequest,Small,NoPromo,FALSE,LATAM,0,4e61d747-442b-422d-a4be-fff9b4485a78
Referral,Finance,NeedsTraining,Medium,UsedPromo,TRUE,LATAM,1,8c2cf7b0-e77a-4a23-a038-6536677a3433
Referral,Marketing,ContentPresentation,Large,NoPromo,TRUE,EMEA,0,996ca981-5e01-4438-befe-bf358ea60cad
Event,Management,NeedsTraining,Medium,NoPromo,TRUE,EMEA,0,269818db-bbf7-4058-9e76-cbb9bb93498f
Digital Ad,Management,ContentPresentation,Medium,UsedPromo,FALSE,LATAM,0,6cc2fb51-42e8-47cc-b10a-04c819d31dac
Referral,Finance,FeatureRequest,Medium,UsedPromo,FALSE,EMEA,0,73aee539-122f-4cdd-b89c-c0d5cc70d0a1
Organic,Engineering,FeatureRequest,Small,NoPromo,TRUE,APAC,1,b023921f-a310-4582-b635-9c242ee204cf
Organic,HR,ContentPresentation,Large,UsedPromo,FALSE,APAC,1,a8667935-af6a-4c7b-b630-ff471cd556d3
Referral,Marketing,FeatureRequest,Small,NoPromo,TRUE,LATAM,0,7290691e-c73e-422e-9ad0-c62bff331b94
Cold Uutbound,Marketing,ContentPresentation,Large,UsedPromo,TRUE,APAC,1,830844d2-916a-4501-a07c-047ad3416d2e
Cold Uutbound,HR,FeatureRequest,Small,NoPromo,TRUE,EMEA,0,7c9bbb1b-7e05-46b1-ada5-0da8ba93cad9
Event,Finance,FeatureRequest,Small,UsedPromo,TRUE,APAC,0,7680c037-b2b5-43a5-9ecf-e2cc8a30ceed
Digital Ad,Management,NeedsCaseStudy,Medium,UsedPromo,FALSE,APAC,1,c1951af6-b1e6-4d68-8808-7bb303120665
Cold Uutbound,Management,NeedsTraining,Large,NoPromo,TRUE,NAMER,0,6ec18288-6675-48bb-ab65-5d2a45e27165
Organic, Sales,NeedsTraining,Small,UsedPromo,TRUE,NAMER,1,f2beeda9-8842-4b60-980e-c0cf86b4462f
Organic, Sales,NeedsTraining,Small,UsedPromo,FALSE,APAC,1,424f0c0c-7389-4be8-9fbf-37deb9541d3a
Organic,Engineering,NeedsTraining,Large,NoPromo,FALSE,LATAM,1,b23903a5-24d5-436e-9cc8-3319259f5fdc
Cold Uutbound,Finance,FeatureRequest,Small,UsedPromo,FALSE,APAC,0,2a74422e-8754-4ba7-87f0-ffec5c307582
Organic,Management,NeedsTraining,Small,NoPromo,FALSE,EMEA,1,903caf5a-effa-4db1-aeea-b6897336e1a1
Referral,Marketing,ContentPresentation,Medium,UsedPromo,FALSE,NAMER,1,dfe018e4-e3ab-4300-ac98-b9bb6e740b46
Event,Engineering,NeedsCaseStudy,Medium,NoPromo,TRUE,EMEA,0,02c74e79-e771-4799-ad8a-3c670c991878
Organic,Management,NeedsTraining,Medium,UsedPromo,FALSE,EMEA,1,5de78ffa-1a7e-4106-ace0-153b2e7c14e4
Event,HR,FeatureRequest,Medium,NoPromo,FALSE,APAC,0,9b24fb04-432e-4b0d-acba-fd919900cf1f
Event,Finance,FeatureRequest,Medium,NoPromo,TRUE,EMEA,0,4d1d67bc-3689-46ac-a744-ebf2617e2df8
Digital Ad, Sales,FeatureRequest,Medium,NoPromo,FALSE,LATAM,0,85f247da-1819-456a-92bb-e5952bb771d9
Digital Ad,Marketing,NeedsTraining,Large,UsedPromo,TRUE,NAMER,0,69c6ea27-064c-4309-9cc7-e94a68c5895d
Event,Operations,ContentPresentation,Medium,NoPromo,FALSE,LATAM,0,f4878cef-bb8d-45c1-ab5e-db82836883f6
Digital Ad,Operations,NeedsCaseStudy,Large,NoPromo,TRUE,NAMER,0,556d97f3-0693-4ce9-8293-501da447870e
Event,Marketing,NeedsCaseStudy,Medium,UsedPromo,TRUE,LATAM,1,46ae5139-e7c0-43ec-a1e9-894f6fe9a362
Organic,Operations,ContentPresentation,Small,UsedPromo,TRUE,NAMER,1,6c3a2f6e-81b9-412f-b472-3ae49c1f33e1
Cold Uutbound,Operations,FeatureRequest,Large,UsedPromo,TRUE,NAMER,0,a19acd92-d84d-41a6-ac96-0e7c06ba46e7
Organic,Management,NeedsTraining,Small,UsedPromo,TRUE,APAC,1,6edaf62f-fdaa-4056-b307-7ec59066109d
Event,Marketing,NeedsCaseStudy,Small,UsedPromo,TRUE,EMEA,1,900fda84-4345-4615-98b7-8b32727f43d8
Cold Uutbound,Marketing,ContentPresentation,Large,UsedPromo,FALSE,EMEA,1,58d48fd0-1eec-46fe-af57-9ef21b65a99b
Cold Uutbound,HR,FeatureRequest,Medium,NoPromo,TRUE,NAMER,0,4699f679-9b59-4027-9ea1-b87293777b70
Organic,Marketing,NeedsTraining,Medium,NoPromo,TRUE,EMEA,1,943f6c8b-acf8-49e3-bb12-c0f7fac4e098
Referral,Engineering,ContentPresentation,Large,NoPromo,FALSE,APAC,0,d569caab-d801-4a7e-82e4-ce9658bd4dca
Organic,Engineering,NeedsCaseStudy,Medium,NoPromo,FALSE,APAC,0,afbef67f-73e8-4fbc-9a16-b2c424f30de4
Referral,HR,NeedsTraining,Small,NoPromo,TRUE,NAMER,1,2534317c-e34b-49ab-9c66-704096bc9c9d
Referral, Sales,ContentPresentation,Large,UsedPromo,FALSE,NAMER,1,21b4f291-544e-4c15-9111-cceb9b5a5c8f
Organic,Finance,NeedsCaseStudy,Medium,UsedPromo,FALSE,APAC,1,bc11df23-f85d-49c7-b23b-9e561537a8d7
Digital Ad,Management,ContentPresentation,Medium,UsedPromo,TRUE,LATAM,1,2b3237bf-c24f-4b39-aaf9-e8ec4e1fc66d
Organic,Operations,ContentPresentation,Large,NoPromo,TRUE,LATAM,0,0b8339eb-8a50-4c8f-b296-10fea7314c7a
Referral,Management,FeatureRequest,Small,UsedPromo,TRUE,EMEA,0,c9b24211-5cca-4707-9935-482cf9866499
Referral,Engineering,FeatureRequest,Medium,NoPromo,FALSE,EMEA,0,4e6193cd-a9dd-461a-8d14-16920f02e695
Cold Uutbound,Operations,ContentPresentation,Large,UsedPromo,FALSE,EMEA,0,d1cd4711-57b3-4c10-9ce0-923bb2c01c5d
Digital Ad,Management,ContentPresentation,Large,UsedPromo,FALSE,EMEA,0,890d1d35-546e-4c82-87ce-9e6994fe33c2
Cold Uutbound, Sales,FeatureRequest,Small,UsedPromo,FALSE,NAMER,1,93e83360-5ace-47ca-b17b-1774370ab786
Digital Ad,HR,NeedsTraining,Small,NoPromo,TRUE,NAMER,0,8e2a0d5d-7d8d-404a-9184-8f8d93ec94af
Event,Engineering,FeatureRequest,Small,NoPromo,TRUE,NAMER,1,e54c747f-2c15-4ebc-896b-5141caad0fbd
Event, Sales,ContentPresentation,Large,NoPromo,FALSE,APAC,0,a8c57ba6-27b9-4f0e-9061-fd1d8f5d49a1
Digital Ad, Sales,FeatureRequest,Small,NoPromo,TRUE,LATAM,0,ceecba83-35d9-42d2-926d-9a59faa6a107
Digital Ad, Sales,ContentPresentation,Large,NoPromo,TRUE,NAMER,0,f5c93ea1-0744-4ea8-b91c-bb46cb11dbba
Referral, Sales,FeatureRequest,Small,UsedPromo,TRUE,EMEA,0,844d8c9d-2102-4d65-ba85-9beca417a3bd
Digital Ad,Operations,NeedsTraining,Small,UsedPromo,TRUE,EMEA,1,bb08fca0-9748-47bd-b749-00c17f1529b7
Cold Uutbound,Management,NeedsCaseStudy,Large,NoPromo,TRUE,LATAM,0,55b6513a-70ac-4990-b470-29341a807d2c
Digital Ad,Operations,NeedsTraining,Large,UsedPromo,FALSE,EMEA,0,429eb65a-23c5-4bb6-b880-3b5ae414139a
Organic,Engineering,NeedsCaseStudy,Medium,NoPromo,FALSE,EMEA,0,3241391b-5bd5-4ed4-b259-019ff1a173d4
Digital Ad,Finance,FeatureRequest,Small,UsedPromo,TRUE,EMEA,1,4c33faa7-f09a-4710-ab43-d45190666ec6
Referral,Engineering,NeedsCaseStudy,Medium,UsedPromo,TRUE,NAMER,1,c91dfcd8-1480-4820-9c36-c09e3f839ecf
Digital Ad,Finance,FeatureRequest,Small,NoPromo,TRUE,EMEA,0,68416c4a-e25a-47d2-8e20-e77431c637c7
Cold Uutbound,Management,NeedsTraining,Large,NoPromo,FALSE,LATAM,0,3dbb481a-e1c0-4bf0-868a-b12b7c62a358
Referral,Engineering,NeedsCaseStudy,Large,NoPromo,TRUE,EMEA,1,d06d5e8b-1960-4b37-b565-7447a4db8af0
Cold Uutbound,Engineering,ContentPresentation,Large,UsedPromo,TRUE,EMEA,1,e30f39bf-0a31-4aa4-aa19-9537444dfe6d
Digital Ad,Engineering,FeatureRequest,Small,UsedPromo,TRUE,NAMER,0,a94d60e9-a232-4671-9f35-b6975b937cbe
Referral,HR,ContentPresentation,Large,NoPromo,FALSE,NAMER,0,b068a8ca-b614-480b-89bc-a8fc663922e7
Organic,HR,ContentPresentation,Small,UsedPromo,FALSE,EMEA,1,22852f80-1d32-416c-be6c-4b3dc07a611b
Referral,Operations,FeatureRequest,Medium,NoPromo,TRUE,LATAM,1,00246d5e-d614-41aa-8b64-6cd1e5d57923
Event,Management,NeedsCaseStudy,Small,UsedPromo,FALSE,APAC,1,3fbaf51c-e5c9-4d59-9dc6-aef53cb630d2
Event,HR,ContentPresentation,Large,UsedPromo,TRUE,LATAM,0,3ebbb463-d695-4e0f-8f2c-e03fbc7b92cc
Cold Uutbound,Engineering,ContentPresentation,Large,NoPromo,TRUE,APAC,0,659cd77f-7921-46e2-a1f7-50d26090fbbe
Cold Uutbound,Finance,FeatureRequest,Medium,UsedPromo,FALSE,NAMER,0,6dc3d583-cb5a-401e-8fc1-ca5e95932b01
Organic,Engineering,NeedsCaseStudy,Medium,NoPromo,FALSE,APAC,0,deb915ae-0f5a-4784-b4ed-794e4ff5e22d
Cold Uutbound, Sales,FeatureRequest,Small,NoPromo,TRUE,LATAM,0,ed4e9439-a911-4b0d-91cd-dd6b4f99117b
Organic,Management,NeedsCaseStudy,Small,UsedPromo,FALSE,LATAM,1,51a97efe-a939-4db7-8f5b-02d3a9c8a128
Digital Ad,HR,NeedsTraining,Medium,UsedPromo,TRUE,LATAM,0,60482e31-9797-4c69-b4ae-f9b59cc21519
Cold Uutbound,Operations,FeatureRequest,Medium,NoPromo,TRUE,EMEA,0,72b8242d-1c0c-4f7f-8671-840b3b61d3b2
Cold Uutbound,Engineering,NeedsTraining,Medium,NoPromo,FALSE,NAMER,0,4299d91f-4fdf-49d7-a27d-0c85eb57c633
Organic,Engineering,ContentPresentation,Medium,NoPromo,FALSE,APAC,1,c4165687-09bf-49cd-829a-040e2ef90eb8
Cold Uutbound, Sales,NeedsCaseStudy,Medium,UsedPromo,FALSE,EMEA,1,ee4b5119-788c-47f1-b647-29dd21e62512
Digital Ad,HR,FeatureRequest,Small,NoPromo,TRUE,EMEA,0,7c49b5ea-19df-4507-89c1-75a3d26dbc2c
Organic,HR,FeatureRequest,Small,UsedPromo,TRUE,EMEA,1,0e6bad3b-f8c1-4d69-8e71-7e65c28705a7
Organic,Finance,ContentPresentation,Medium,UsedPromo,FALSE,LATAM,1,b4cc2a34-e271-4afc-9b4f-0c9104c2c7df
Cold Uutbound,Operations,NeedsCaseStudy,Large,UsedPromo,FALSE,APAC,1,4395b066-49ef-44c2-8469-dccc6c7cebea
Digital Ad,Marketing,ContentPresentation,Medium,UsedPromo,TRUE,NAMER,1,fa3eecb2-0c51-43fc-8e5f-99d356aeb4b1
Event,Engineering,ContentPresentation,Medium,UsedPromo,FALSE,NAMER,1,ee177d37-ab4f-4b86-9b86-417de1b977d9
