product_name,product_category,product_id,event_time
sandwich crackers cheddar cheese,crackers,P13906,2021-07-06T15:40:51.258Z
chocolate ring dings,cookies cakes,P13907,2021-07-06T15:40:51.258Z
gypsy cold care herbal tea,tea,P13908,2021-07-06T15:40:51.258Z
ginger peach with matcha tea,tea,P13909,2021-07-06T15:40:51.258Z
"bocconcini, fresh mozzarella",packaged cheese,P13910,2021-07-06T15:40:51.258Z
fish taco seasoning mix,spices seasonings,P13911,2021-07-06T15:40:51.258Z
brown rice snaps black sesame,crackers,P13912,2021-07-06T15:40:51.258Z
indian dal golden lentil soups,soup broth bouillon,P13913,2021-07-06T15:40:51.258Z
green naturally decaffeinated tea bags,tea,P13914,2021-07-06T15:40:51.258Z
24 hr foam mousse,hair care,P13915,2021-07-06T15:40:51.258Z
chicken penne alfredo,frozen meals,P13916,2021-07-06T15:40:51.258Z
organic star anise whole,spices seasonings,P13917,2021-07-06T15:40:51.258Z
unsweetened zero calorie green white tea,tea,P13918,2021-07-06T15:40:51.258Z
lemon snakaroons,cookies cakes,P13919,2021-07-06T15:40:51.258Z
royal dark chocolate candy bar,candy chocolate,P13920,2021-07-06T15:40:51.258Z
"fries, broccoli",chips pretzels,P13921,2021-07-06T15:40:51.258Z
ricotta original cheese,packaged cheese,P13922,2021-07-06T15:40:51.258Z
wetjet wood floor cleaner refill blossom breeze,cleaning products,P13923,2021-07-06T15:40:51.258Z
milk chocolate to go,candy chocolate,P13924,2021-07-06T15:40:51.258Z
"cookie bars, caramel milk chocolate",candy chocolate,P13925,2021-07-06T15:40:51.258Z
moisture rich for dry/damaged hair conditioner,hair care,P13926,2021-07-06T15:40:51.258Z
sweeper dry sweeping pad refills for floor mop w/ febreze sweet citrus & zest scent,cleaning products,P13927,2021-07-06T15:40:51.258Z
ocean breeze conditioner,hair care,P13928,2021-07-06T15:40:51.258Z
vanilla double shot energy drink,coffee,P13929,2021-07-06T15:40:51.258Z
cookie bars,candy chocolate,P13930,2021-07-06T15:40:51.258Z
fresh ricotta,packaged cheese,P13931,2021-07-06T15:40:51.258Z
dark chocolate cranberries,candy chocolate,P13932,2021-07-06T15:40:51.258Z
girl scouts samoas frozen dairy dessert,ice cream ice,P13933,2021-07-06T15:40:51.258Z
dark chocolate trail mix protein bar,energy granola bars,P13934,2021-07-06T15:40:51.258Z
graduates lil meals pasta shells & cheese,baby food formula,P13935,2021-07-06T15:40:51.258Z
true juice bananaberry crush 100% juice smoothie,juice nectars,P13936,2021-07-06T15:40:51.258Z
sour chewy bites,candy chocolate,P13937,2021-07-06T15:40:51.258Z
creamy harvarti cheese,packaged cheese,P13938,2021-07-06T15:40:51.258Z
hot red chile,spices seasonings,P13939,2021-07-06T15:40:51.258Z
fat free butter flavor sprinkles,spices seasonings,P13940,2021-07-06T15:40:51.258Z
holiday cheers,refrigerated,P13941,2021-07-06T15:40:51.258Z
sea salt & vinegar potato chips,chips pretzels,P13942,2021-07-06T15:40:51.258Z
mrs fields cookie sandwich ice cream,ice cream ice,P13943,2021-07-06T15:40:51.258Z
light french silk slow churned ice cream,ice cream ice,P13944,2021-07-06T15:40:51.258Z
homestyle country gravy mix,spices seasonings,P13945,2021-07-06T15:40:51.258Z
cream of chicken soup,soup broth bouillon,P13946,2021-07-06T15:40:51.258Z
mighty minis slow melt pops,ice cream ice,P13947,2021-07-06T15:40:51.258Z
vitamin d3 gummies,vitamins supplements,P13948,2021-07-06T15:40:51.258Z
orange thins delicate swedish cookies,cookies cakes,P13949,2021-07-06T15:40:51.258Z
c-boost 100% fruit juice smoothie + boosts,refrigerated,P13950,2021-07-06T15:40:51.258Z
eureka lemon & marionberries ice cream,ice cream ice,P13951,2021-07-06T15:40:51.258Z
french roast whole bean coffee,coffee,P13952,2021-07-06T15:40:51.258Z
not too sweet cold brew iced coffee,coffee,P13953,2021-07-06T15:40:51.258Z
organic green tea bags,tea,P13954,2021-07-06T15:40:51.258Z
coconut almond chocolate cookies,candy chocolate,P13955,2021-07-06T15:40:51.258Z
onion chips sea salt,chips pretzels,P13956,2021-07-06T15:40:51.258Z
classic minestrone rts organic soup,soup broth bouillon,P13957,2021-07-06T15:40:51.258Z
supplementation ready-to-feed bottles,baby food formula,P13958,2021-07-06T15:40:51.258Z
matcha latte,refrigerated,P13959,2021-07-06T15:40:51.258Z
lightly sea salted potato chips,chips pretzels,P13960,2021-07-06T15:40:51.258Z
seasoning & rub,spices seasonings,P13961,2021-07-06T15:40:51.258Z
pumpkin yoghurt,yogurt,P13962,2021-07-06T15:40:51.258Z
100% juice medley of fruits,juice nectars,P13963,2021-07-06T15:40:51.258Z
"milk chocolate candy, party size",candy chocolate,P13964,2021-07-06T15:40:51.258Z
organic pink salt and black pepper travel set,spices seasonings,P13965,2021-07-06T15:40:51.258Z
(70% juice!) mountain raspberry juice squeeze,juice nectars,P13966,2021-07-06T15:40:51.258Z
concentrated cold brew coffee,coffee,P13967,2021-07-06T15:40:51.258Z
greek yogurt peach & chia,yogurt,P13968,2021-07-06T15:40:51.258Z
organic onion granulates,spices seasonings,P13969,2021-07-06T15:40:51.259Z
organic coconut bliss cherry amaretto frozen dessert,ice cream ice,P13970,2021-07-06T15:40:51.259Z
crunchy coconut granola bars,energy granola bars,P13971,2021-07-06T15:40:51.259Z
organic harissa seasoning,spices seasonings,P13972,2021-07-06T15:40:51.259Z
lavender household multi-surface cleaner & disinfectants,cleaning products,P13973,2021-07-06T15:40:51.259Z
condensed cream of potato soup,soup broth bouillon,P13974,2021-07-06T15:40:51.259Z
calcium citrate magnesium vitamin d3 caplets,vitamins supplements,P13975,2021-07-06T15:40:51.259Z
bar chocolate crunchy mint,candy chocolate,P13976,2021-07-06T15:40:51.259Z
voila! cheesy ranch chicken,frozen meals,P13977,2021-07-06T15:40:51.259Z
peanut butter chocolate chip ice cream,ice cream ice,P13978,2021-07-06T15:40:51.259Z
vegan sour cream & onion kettle chips,chips pretzels,P13979,2021-07-06T15:40:51.259Z
havarti cheese slices,packaged cheese,P13980,2021-07-06T15:40:51.259Z
immune plus super orange,vitamins supplements,P13981,2021-07-06T15:40:51.259Z
neapolitan ice cream,ice cream ice,P13982,2021-07-06T15:40:51.259Z
activia nonfat light strawberry yogurt,yogurt,P13983,2021-07-06T15:40:51.259Z
honey & maple stroopwafels,cookies cakes,P13984,2021-07-06T15:40:51.259Z
cranberry raspberry juice blend,juice nectars,P13985,2021-07-06T15:40:51.259Z
high potency magnesium 400mg,vitamins supplements,P13986,2021-07-06T15:40:51.259Z
coconut oil buttery,baking ingredients,P13987,2021-07-06T15:40:51.259Z
organic raspberry lemonade,refrigerated,P13988,2021-07-06T15:40:51.259Z
semi sweet chocolate chips,baking ingredients,P13989,2021-07-06T15:40:51.259Z
bleach automatic toilet bowl cleaner,cleaning products,P13990,2021-07-06T15:40:51.259Z
organic blue corn tortilla chips with flax seed,chips pretzels,P13991,2021-07-06T15:40:51.259Z
summer vegetable dinner stage 2,baby food formula,P13992,2021-07-06T15:40:51.259Z
"sour punch twists (blue raspberry, cherry, strawberry, apple)",candy chocolate,P13993,2021-07-06T15:40:51.259Z
colors baked snack crackers,crackers,P13994,2021-07-06T15:40:51.259Z
milk chocolate with almonds,candy chocolate,P13995,2021-07-06T15:40:51.259Z
whole star anise,spices seasonings,P13996,2021-07-06T15:40:51.259Z
women's one daily multivitamin,vitamins supplements,P13997,2021-07-06T15:40:51.259Z
vegetable quinoa soup,soup broth bouillon,P13998,2021-07-06T15:40:51.259Z
valentines chocolate cupcake,cookies cakes,P13999,2021-07-06T15:40:51.259Z
2nd foods nature select blended fruits with oatmeal,baby food formula,P14000,2021-07-06T15:40:51.259Z
baby rice cereal,baby food formula,P14001,2021-07-06T15:40:51.259Z
gold nutrition energy bar caramel nut blast,energy granola bars,P14002,2021-07-06T15:40:51.259Z
vanilla caramel fudge ice cream,ice cream ice,P14003,2021-07-06T15:40:51.259Z
single serve kona blend roast medium coffee k-cups,coffee,P14004,2021-07-06T15:40:51.259Z
2nd foods organic fruit & grain apple mango with rice & vanilla baby food,baby food formula,P14005,2021-07-06T15:40:51.259Z
organic italian vegetables and beans soup,soup broth bouillon,P14006,2021-07-06T15:40:51.259Z
assorted chocolate,candy chocolate,P14007,2021-07-06T15:40:51.259Z
reduced fat shredded cheddar cheese,packaged cheese,P14008,2021-07-06T15:40:51.259Z
organic double dark chocolate nutrition bar,energy granola bars,P14009,2021-07-06T15:40:51.259Z
eucalyptus & peppermint balancing argan shampoo,hair care,P14010,2021-07-06T15:40:51.259Z
zinc echinacea cherry lozenges,vitamins supplements,P14011,2021-07-06T15:40:51.259Z
almond & apricot fruit & nut bars,energy granola bars,P14012,2021-07-06T15:40:51.259Z
apple smoked gruyere cheese,packaged cheese,P14013,2021-07-06T15:40:51.259Z
baking blend,baking ingredients,P14014,2021-07-06T15:40:51.259Z
coconut straightening shampoo,hair care,P14015,2021-07-06T15:40:51.259Z
organic nuts and coffee beverage,refrigerated,P14016,2021-07-06T15:40:51.259Z
purple heirloom potato chips,chips pretzels,P14017,2021-07-06T15:40:51.259Z
colombia ground coffee,coffee,P14018,2021-07-06T15:40:51.259Z
baking chopped pecans,baking ingredients,P14019,2021-07-06T15:40:51.259Z
citrus blend on the go disinfecting wipes,cleaning products,P14020,2021-07-06T15:40:51.259Z
green tea with mint,tea,P14021,2021-07-06T15:40:51.259Z
organic  jerk seasoning,spices seasonings,P14022,2021-07-06T15:40:51.259Z
frontier organic vanilla flavoring,baking ingredients,P14023,2021-07-06T15:40:51.259Z
mediterranee cappuccino yogurt,yogurt,P14024,2021-07-06T15:40:51.259Z
capraccino goat's milk ice cream,ice cream ice,P14025,2021-07-06T15:40:51.259Z
cookie dough energy bar,energy granola bars,P14026,2021-07-06T15:40:51.259Z
push up sherbert pop variety pack,ice cream ice,P14027,2021-07-06T15:40:51.259Z
turmeric supreme pain,vitamins supplements,P14028,2021-07-06T15:40:51.259Z
chopped garlic,spices seasonings,P14029,2021-07-06T15:40:51.259Z
"no. 02 purify and regulate beet, apple, cucumber, lime juice",refrigerated,P14030,2021-07-06T15:40:51.259Z
organic lavenberry puree level 2,baby food formula,P14031,2021-07-06T15:40:51.259Z
raspberry sorbet pops,ice cream ice,P14032,2021-07-06T15:40:51.259Z
mini sesame croccantini artisan crackers,crackers,P14033,2021-07-06T15:40:51.259Z
organic ginger root powder,spices seasonings,P14034,2021-07-06T15:40:51.259Z
traditional brie cheese,packaged cheese,P14035,2021-07-06T15:40:51.259Z
indian mattar tofu,frozen meals,P14036,2021-07-06T15:40:51.259Z
organic onion powder,spices seasonings,P14037,2021-07-06T15:40:51.259Z
toffee & sea salt milk chocolate bar,candy chocolate,P14038,2021-07-06T15:40:51.259Z
organic greens & greens juice,refrigerated,P14039,2021-07-06T15:40:51.259Z
gluten free ginger zinger cookies,cookies cakes,P14040,2021-07-06T15:40:51.259Z
non scratch scrubbing dish cloths gray,cleaning products,P14041,2021-07-06T15:40:51.259Z
healthy request grilled chicken & sausage gumbo rts soup,soup broth bouillon,P14042,2021-07-06T15:40:51.259Z
ahoy! sweet & salty caramel chunk,cookies cakes,P14043,2021-07-06T15:40:51.259Z
whole laurel bay leaves,spices seasonings,P14044,2021-07-06T15:40:51.259Z
mild shredded cheddar cheese,packaged cheese,P14045,2021-07-06T15:40:51.259Z
tikka masala,frozen meals,P14046,2021-07-06T15:40:51.259Z
organic natural creations light in sodium creamy garden tomato soup,soup broth bouillon,P14047,2021-07-06T15:40:51.259Z
original crackerbread hearts,crackers,P14048,2021-07-06T15:40:51.259Z
organic multi-grain baby cereal,baby food formula,P14049,2021-07-06T15:40:51.259Z
fresh bee pollen whole granules,vitamins supplements,P14050,2021-07-06T15:40:51.259Z
pretzel dogs soft pretzel mini beef hot dogs,frozen meals,P14051,2021-07-06T15:40:51.259Z
soft scrub with bleach cleaner gel,cleaning products,P14052,2021-07-06T15:40:51.259Z
dream on caffeine free chamomile flowers tea temples,tea,P14053,2021-07-06T15:40:51.259Z
unsweetened golden oolong tea,tea,P14054,2021-07-06T15:40:51.259Z
organic quinoa flour,baking ingredients,P14055,2021-07-06T15:40:51.259Z
tropical tango punch organic juice drink,juice nectars,P14056,2021-07-06T15:40:51.259Z
tuscan soup,soup broth bouillon,P14057,2021-07-06T15:40:51.259Z
quinoa puffs sweet chili,chips pretzels,P14058,2021-07-06T15:40:51.259Z
ultimate flora womens complete 90 billion capsules,vitamins supplements,P14059,2021-07-06T15:40:51.259Z
chia protein bar dark chocolate coconut sea salt,energy granola bars,P14060,2021-07-06T15:40:51.259Z
orange cherry grape ice pops,ice cream ice,P14061,2021-07-06T15:40:51.259Z
chicken corn taquitos,frozen meals,P14062,2021-07-06T15:40:51.259Z
1.5% milkfat grade a pasteurized lowfat cottage cheese,yogurt,P14063,2021-07-06T15:40:51.259Z
calcium citrate,vitamins supplements,P14064,2021-07-06T15:40:51.259Z
curly moisture renewal conditioner,hair care,P14065,2021-07-06T15:40:51.259Z
cocao & goji chocolate bar,candy chocolate,P14066,2021-07-06T15:40:51.259Z
organic & fair trade certified earl grey tea bags,tea,P14067,2021-07-06T15:40:51.259Z
ice cream chocolate peanut butter cup,ice cream ice,P14068,2021-07-06T15:40:51.259Z
mango passionfruit caffeine free herbal tea bags,tea,P14069,2021-07-06T15:40:51.259Z
boneless pork rib shaped patties,frozen meals,P14070,2021-07-06T15:40:51.259Z
gluten free biscuit and baking mix,baking ingredients,P14071,2021-07-06T15:40:51.259Z
milk chocolate caramel bar,candy chocolate,P14072,2021-07-06T15:40:51.259Z
traditional potato broccoli & cheese chowder soup,soup broth bouillon,P14073,2021-07-06T15:40:51.259Z
gjetost cheese,packaged cheese,P14074,2021-07-06T15:40:51.259Z
apple cinnamon,energy granola bars,P14075,2021-07-06T15:40:51.259Z
brownie bite protein bars,energy granola bars,P14076,2021-07-06T15:40:51.259Z
sweet maui onion rings,chips pretzels,P14077,2021-07-06T15:40:51.259Z
"organic apples, purple carrots & blueberries with yogurt baby food purees , 3rd foods  crawlers",baby food formula,P14078,2021-07-06T15:40:51.259Z
coconut almond chocolate,ice cream ice,P14079,2021-07-06T15:40:51.259Z
organic strawberry energy chews,candy chocolate,P14080,2021-07-06T15:40:51.259Z
ranch potato crisps,chips pretzels,P14081,2021-07-06T15:40:51.259Z
bourbon vanilla bean,spices seasonings,P14082,2021-07-06T15:40:51.259Z
original fruitz chewy sour candies,candy chocolate,P14083,2021-07-06T15:40:51.259Z
full clog destroyer,cleaning products,P14084,2021-07-06T15:40:51.259Z
fruit chews,candy chocolate,P14085,2021-07-06T15:40:51.259Z
organic chocolate mint caffeine free tea,tea,P14086,2021-07-06T15:40:51.259Z
original kettle chips multipack,chips pretzels,P14087,2021-07-06T15:40:51.259Z
green vibrance powder,vitamins supplements,P14088,2021-07-06T15:40:51.259Z
fair trade organic sweet italian coffee,coffee,P14089,2021-07-06T15:40:51.259Z
mega stuffed cookies,cookies cakes,P14090,2021-07-06T15:40:51.259Z
italian lemon juice not from concentrate,juice nectars,P14091,2021-07-06T15:40:51.259Z
cheese puffs,chips pretzels,P14092,2021-07-06T15:40:51.259Z
mold & mildew remover,cleaning products,P14093,2021-07-06T15:40:51.259Z
tea variety pack,tea,P14094,2021-07-06T15:40:51.259Z
american slices cheese,packaged cheese,P14095,2021-07-06T15:40:51.259Z
natural finely shredded triple cheddar cheese,packaged cheese,P14096,2021-07-06T15:40:51.259Z
sugar free multi-vitamin & mineral gummy bears,vitamins supplements,P14097,2021-07-06T15:40:51.259Z
sharp yellow cheddar,packaged cheese,P14098,2021-07-06T15:40:51.259Z
roasted garlic chicken,frozen meals,P14099,2021-07-06T15:40:51.259Z
chelated zinc 50 mg caplets,vitamins supplements,P14100,2021-07-06T15:40:51.259Z
organic green tea with pomegranate & acai,tea,P14101,2021-07-06T15:40:51.259Z
pickling spice,spices seasonings,P14102,2021-07-06T15:40:51.259Z
meyer ginger lemonade,refrigerated,P14103,2021-07-06T15:40:51.259Z
milk chocolate coins,candy chocolate,P14104,2021-07-06T15:40:51.259Z
home-style boneless pork,frozen meals,P14105,2021-07-06T15:40:51.259Z
gourmet milk sea salt escape chocolate,candy chocolate,P14106,2021-07-06T15:40:51.259Z
antioxidant infusions tanzania lemonade tea,tea,P14107,2021-07-06T15:40:51.259Z
apricot energy bar,energy granola bars,P14108,2021-07-06T15:40:51.260Z
snackers seedlander,crackers,P14109,2021-07-06T15:40:51.260Z
original fat free potato crisps,chips pretzels,P14110,2021-07-06T15:40:51.260Z
ground cayenne pepper,spices seasonings,P14111,2021-07-06T15:40:51.260Z
almond and shea butter conditioner,hair care,P14112,2021-07-06T15:40:51.260Z
strawberry lowfat yogurt,yogurt,P14113,2021-07-06T15:40:51.260Z
dark chocolate sea salt caramel,candy chocolate,P14114,2021-07-06T15:40:51.260Z
salt-free organic lemon pepper seasoning blend,spices seasonings,P14115,2021-07-06T15:40:51.260Z
lite swiss cheese deli fresh slices,packaged cheese,P14116,2021-07-06T15:40:51.260Z
vegan mini pumpkin marshmallows,candy chocolate,P14117,2021-07-06T15:40:51.260Z
"light calcium, with magnesium, natural orange flavor",vitamins supplements,P14118,2021-07-06T15:40:51.260Z
"ice cream, vanilla bean espresso, limited edition",ice cream ice,P14119,2021-07-06T15:40:51.260Z
cheesy bacon & egg pot pie,frozen meals,P14120,2021-07-06T15:40:51.260Z
"ravioli, cheese, mini rounds",frozen meals,P14121,2021-07-06T15:40:51.260Z
o'soy fruit on the bottom blueberry organic soy yogurt,yogurt,P14122,2021-07-06T15:40:51.260Z
coarse grind with garlic & onion lemon pepper,spices seasonings,P14123,2021-07-06T15:40:51.260Z
chocolate favorites variety pack,candy chocolate,P14124,2021-07-06T15:40:51.260Z
coconut chai green,tea,P14125,2021-07-06T15:40:51.260Z
lemonade,refrigerated,P14126,2021-07-06T15:40:51.260Z
nuts and seeds energy bar,energy granola bars,P14127,2021-07-06T15:40:51.260Z
organic superfood coconut flour gluten-free,baking ingredients,P14128,2021-07-06T15:40:51.260Z
soft baked cinnamon bun bars,cookies cakes,P14129,2021-07-06T15:40:51.260Z
town house italian herb flatbread crisps,crackers,P14130,2021-07-06T15:40:51.260Z
chicken rice & beans burritos,frozen meals,P14131,2021-07-06T15:40:51.260Z
apple juice cocktail,juice nectars,P14132,2021-07-06T15:40:51.260Z
